scenario,drifted_period,event_time,correlation_id,target_kind,target_value,fan_in_count,epoch_age_seconds,triggering_source_ip,ti_matched,signal_id_count,label
benign_shared_nat,False,2026-07-23T21:53:31.684769+00:00,83f74641-e233-43ee-8dfb-3960c7674a29,user,user_4802,,21686.23,203.0.113.84,False,3,0
benign_quiet,False,2026-07-23T21:58:47.822684+00:00,2ed6224a-cddb-4fd7-9e4b-748c1247e4b3,user,user_4616,,782.38,203.0.113.73,False,1,0
benign_shared_nat,False,2026-07-23T22:04:05.753275+00:00,b0fb0186-86f4-49a3-9ba4-ed7951cbd2ea,user,user_2362,8,10893.92,203.0.113.94,False,3,0
benign_slow_natural,False,2026-07-23T22:06:12.597705+00:00,f8e754b6-6ee3-4582-962b-7a7671665bfa,user,user_1543,4,66465.3,203.0.113.85,False,2,0
ti_confirmed,False,2026-07-23T22:08:44.718658+00:00,4ab9ebdf-d5d7-4501-8ab1-fbc7cb2f55b0,user,user_501,9,49213.67,203.0.113.108,True,2,1
benign_shared_nat,False,2026-07-23T22:09:38.738671+00:00,5b6c34b6-1e3a-433b-912f-9df0dcfda80d,user,user_4567,,16225.92,203.0.113.106,False,1,0
ambiguous_mid,False,2026-07-23T22:18:12.734401+00:00,2f44973d-467e-41c4-8fc5-b180d0d539a2,user,user_4588,4,10132.64,203.0.113.220,False,2,0
ti_confirmed,False,2026-07-23T22:25:16.371021+00:00,6f6b9a3b-00b3-49ca-94f5-016a14796479,user,user_1201,4,44708.76,203.0.113.92,True,1,1
ambiguous_mid,False,2026-07-23T22:31:51.165439+00:00,67566950-e5d2-439f-b329-677be76c47d3,user,user_3434,4,2502.14,203.0.113.219,False,3,1
benign_quiet,False,2026-07-23T22:35:03.742617+00:00,043ca1ce-07e1-4250-b80a-28c74660f489,user,user_1601,2,1881.43,203.0.113.18,False,1,0
benign_shared_nat,False,2026-07-23T22:36:04.852050+00:00,91dd68d4-36d4-4a4d-809c-33318771e22b,user,user_3090,9,4127.3,203.0.113.147,False,3,0
benign_quiet,False,2026-07-23T22:40:19.296661+00:00,43cb97f7-ef13-419d-bd6e-35c767818432,user,user_4636,1,251.32,203.0.113.184,False,2,0
benign_slow_natural,False,2026-07-23T22:42:09.159898+00:00,8277f1ff-bed9-4558-acfe-88257ee4de10,user,user_55,3,37379.38,203.0.113.139,False,1,0
ti_confirmed,False,2026-07-23T22:42:43.588229+00:00,0e167c97-edd9-4d58-92b9-97b0565fdd01,user,user_1702,5,45490.24,203.0.113.134,True,1,1
loud_burst,False,2026-07-23T22:44:10.128193+00:00,23915fe5-adbc-4382-ae05-98d057a7d6fa,user,user_3635,,112.25,203.0.113.155,False,3,1
benign_slow_natural,False,2026-07-23T22:47:44.469440+00:00,d066b0e2-55da-4231-8611-90ecaa6a0b34,user,user_2663,3,38974.12,203.0.113.238,False,1,0
benign_quiet,False,2026-07-23T22:49:45.764868+00:00,7d6b6136-d3c0-4cc7-8f79-59ea45eb6d41,user,user_2656,1,2093.19,203.0.113.52,False,3,0
loud_burst,False,2026-07-23T22:53:39.150551+00:00,57d4d506-6d05-49a7-b135-08a9603cf883,user,user_3493,16,209.93,203.0.113.167,True,2,1
ambiguous_mid,False,2026-07-23T22:56:46.646634+00:00,31591ab7-4675-48dc-b8ec-dae24fc6ef7f,user,user_50,4,8273.39,203.0.113.206,False,3,0
low_and_slow,False,2026-07-23T23:00:02.998763+00:00,a6bcf2cb-29f6-4134-a6ea-37ab4e598d0d,user,user_4665,11,25101.79,203.0.113.104,False,3,1
benign_slow_natural,False,2026-07-23T23:04:34.684994+00:00,36fffb92-8e0c-4008-b641-11d76fc8a65d,user,user_1324,3,31836.83,203.0.113.30,False,1,0
benign_slow_natural,False,2026-07-23T23:12:52.851521+00:00,b692c7a5-5ca5-422b-99d0-682350c3a84f,user,user_2074,2,29494.44,203.0.113.2,False,2,0
benign_quiet,False,2026-07-23T23:13:44.884741+00:00,7d01be2b-f18f-4bf2-89e7-303cee3d27e2,user,user_3542,1,2060.9,203.0.113.187,False,1,0
benign_slow_natural,False,2026-07-23T23:15:38.988066+00:00,05cdbcf2-b946-40d1-b99d-a6c7b3ca776f,user,user_1742,2,,203.0.113.231,False,3,0
low_and_slow,False,2026-07-23T23:18:22.782422+00:00,95703149-3023-446c-b9f0-a5078e4ab910,user,user_3681,11,15680.78,203.0.113.169,False,2,1
benign_slow_natural,False,2026-07-23T23:18:26.862455+00:00,c170f55a-a3f9-4ec1-a559-ec4dd6f25722,user,user_1709,2,54014.66,203.0.113.162,False,3,0
ambiguous_mid,False,2026-07-23T23:21:47.360839+00:00,9db1e48e-e9bf-400b-8c83-6484ec9cf9c3,user,user_935,,15790.57,203.0.113.108,False,2,0
ambiguous_mid,False,2026-07-23T23:23:23.647448+00:00,048f8c2f-19c0-4bf2-aa44-bf34d1edbba2,user,user_4976,4,,203.0.113.223,False,3,0
benign_quiet,False,2026-07-23T23:32:16.696273+00:00,e770e982-a72d-47e8-b5cd-8b194d16e935,user,user_2809,3,338.13,203.0.113.153,False,1,0
ti_confirmed,False,2026-07-23T23:33:59.042940+00:00,9ad1c030-1ca3-48c6-b616-734f239f8dc6,user,user_130,9,5165.1,203.0.113.26,True,3,1
benign_slow_natural,False,2026-07-23T23:34:25.834681+00:00,82238cdd-f2ef-4bc6-a557-a788a8b2741c,user,user_3194,2,79919.44,203.0.113.147,False,1,0
benign_shared_nat,False,2026-07-23T23:43:04.570693+00:00,a9ff3bf8-d95c-49c9-a2f5-75dd0cb96099,user,user_2829,8,23655.52,203.0.113.45,False,1,1
benign_shared_nat,False,2026-07-23T23:53:26.907284+00:00,15c50bcd-08e1-4e92-97c6-00b614a6eb0f,user,user_3154,9,2348.73,203.0.113.130,False,3,0
ambiguous_mid,False,2026-07-23T23:59:03.188961+00:00,56619e43-fb1e-496b-96bc-81d6ae35de93,user,user_4364,7,1840.79,203.0.113.30,False,3,1
benign_slow_natural,False,2026-07-23T23:59:17.724078+00:00,92d3ec7c-c6b0-4a6a-8600-caa8105cbb23,user,user_1234,2,34787.56,203.0.113.155,False,3,0
benign_quiet,False,2026-07-23T23:59:25.774284+00:00,2116ff12-2edb-4878-9c83-50a98676d4d8,user,user_1586,3,409.36,203.0.113.111,False,3,0
loud_burst,False,2026-07-23T23:59:54.334705+00:00,5823684f-34ab-4662-b259-010fd79fd5f7,user,user_2619,25,292.72,203.0.113.204,False,3,1
loud_burst,False,2026-07-24T00:03:05.731403+00:00,67d2207e-6d49-4568-a476-53e719e64d93,user,user_4457,28,45.86,203.0.113.92,True,3,1
benign_quiet,False,2026-07-24T00:04:01.949287+00:00,b31f4291-d3b0-4f6d-a9c0-f163bd1dcecf,user,user_3848,1,3307.89,203.0.113.51,False,1,0
ambiguous_mid,False,2026-07-24T00:13:49.930452+00:00,3d9787e6-0146-49c7-93a8-2da7f66f028e,user,user_2813,6,16040.17,203.0.113.222,True,3,0
loud_burst,False,2026-07-24T00:20:19.483263+00:00,55b0de3d-3d60-4474-8800-08fe08665b0c,user,user_3533,34,263.58,203.0.113.60,False,2,1
benign_shared_nat,False,2026-07-24T00:21:54.784136+00:00,99f102c6-d127-49b1-8016-27f20119ce54,user,user_4770,6,11683.13,203.0.113.106,False,1,0
loud_burst,False,2026-07-24T00:34:42.943945+00:00,d4faf351-d4cb-4410-bd00-2e7382441169,user,user_151,29,123.17,203.0.113.87,True,2,1
low_and_slow,False,2026-07-24T00:44:44.040935+00:00,9558cd27-41ad-4081-b643-7b4659f24b86,user,user_3588,22,65389.36,203.0.113.14,False,1,1
ambiguous_mid,False,2026-07-24T00:44:56.039109+00:00,74d4b24d-1eef-4922-85a6-605fab0e95e4,user,user_2053,6,7473.34,203.0.113.72,False,2,0
benign_slow_natural,False,2026-07-24T00:56:09.458005+00:00,ed64d884-42b7-411a-967f-09db20f73ff2,user,user_3263,3,43172.04,203.0.113.46,False,2,0
low_and_slow,False,2026-07-24T01:03:23.575026+00:00,1c739479-178e-4ee5-b58f-bbfada533cea,user,user_604,21,66855.02,203.0.113.96,False,1,1
ambiguous_mid,False,2026-07-24T01:04:25.820431+00:00,f7c62970-5f99-4ea8-8994-bbea4be1b2ca,user,user_2920,4,,203.0.113.70,False,3,0
benign_shared_nat,False,2026-07-24T01:09:16.804342+00:00,a81e99e9-0d4a-44fb-857d-5c5eaa796718,user,user_4129,5,31451.15,203.0.113.20,False,1,0
low_and_slow,False,2026-07-24T01:15:37.061728+00:00,187e87fe-c171-4fcc-ab50-a10d3613902a,user,user_4240,17,75872.28,203.0.113.197,True,1,1
loud_burst,False,2026-07-24T01:18:12.915456+00:00,ed83037b-6a31-4ec2-a921-0bf33890201c,user,user_3077,29,130.31,203.0.113.75,False,1,1
benign_quiet,False,2026-07-24T01:25:01.195477+00:00,4c69b743-e7e8-43b6-8857-1882ed3bf7de,user,user_2237,2,2030.15,203.0.113.182,,3,0
benign_quiet,False,2026-07-24T01:25:09.916930+00:00,dd1bdc82-b267-4a58-8f23-6b1820a73a91,user,user_2732,2,2914.68,203.0.113.176,False,1,0
ti_confirmed,False,2026-07-24T01:32:09.310464+00:00,cfc50450-4cae-47af-ae17-b399ca322867,user,user_4130,10,575.17,203.0.113.126,True,2,1
benign_quiet,False,2026-07-24T01:36:27.252064+00:00,a24674cb-d90e-49c8-a575-21bcef23665d,user,user_2142,2,320.09,203.0.113.231,False,3,0
benign_slow_natural,False,2026-07-24T01:36:33.527986+00:00,903b8b49-3feb-4884-9a02-d68bc18ff2bb,user,user_1891,3,82527.96,203.0.113.94,False,3,0
ti_confirmed,False,2026-07-24T01:40:07.230595+00:00,2f74e9bf-b2b8-4ca2-8b6c-24d67972c7e9,user,user_4843,1,69060.55,203.0.113.147,True,2,1
ambiguous_mid,False,2026-07-24T01:45:15.448245+00:00,d7c62800-e577-46f6-8bfc-aded253104ab,user,user_1122,6,5509.57,203.0.113.210,False,3,0
loud_burst,False,2026-07-24T01:47:09.408275+00:00,f25dbf3f-a4a8-4a6b-9665-728aaca49714,user,user_1468,33,151.2,203.0.113.190,False,2,1
low_and_slow,False,2026-07-24T01:50:41.193834+00:00,2779cf76-98a9-443d-8b53-17de21f7d4a7,user,user_1674,6,19732.46,203.0.113.55,True,1,1
low_and_slow,False,2026-07-24T01:53:18.620114+00:00,56e141c7-bb24-4113-9d3c-7076acb77ba2,user,user_1428,,,203.0.113.65,False,2,1
ambiguous_mid,False,2026-07-24T01:53:27.043847+00:00,944bdc28-2495-413c-b143-48d7fd18017f,user,user_4842,5,9620.13,203.0.113.254,False,1,0
benign_slow_natural,False,2026-07-24T02:01:12.852112+00:00,59b44b89-e884-4211-a2a8-617b9b2cc58e,user,user_1532,4,55762.48,203.0.113.34,False,3,0
benign_quiet,False,2026-07-24T02:01:29.676913+00:00,931cbbd4-e8f7-4a87-a7a7-a1b23162fcb1,user,user_3231,3,2051.6,203.0.113.130,False,2,0
ti_confirmed,False,2026-07-24T02:01:37.813036+00:00,a64c6c98-4255-4c62-ba6b-801c9a7a9b49,user,user_41,9,12727.05,203.0.113.161,True,1,1
ti_confirmed,False,2026-07-24T02:02:09.921383+00:00,5bf61699-afc0-4d95-b0ba-e0bfc9d89a80,user,user_3922,6,44738.03,203.0.113.200,True,2,1
benign_shared_nat,False,2026-07-24T02:08:42.142787+00:00,07e21474-1559-42bb-b058-17e28d486729,user,user_4634,7,11650.91,203.0.113.24,False,1,0
benign_quiet,False,2026-07-24T02:10:09.670772+00:00,bd6b27db-d92d-496b-b480-17fb4b22d69c,user,user_3937,2,1554.38,203.0.113.197,False,2,0
benign_quiet,False,2026-07-24T02:15:15.119525+00:00,643afd42-4d1b-4ef6-9921-08293243d176,user,user_501,1,1164.7,203.0.113.68,False,2,0
ti_confirmed,False,2026-07-24T02:16:30.679808+00:00,49b12cfa-3a22-4aaa-8627-33ece228e3a1,user,user_3232,10,,203.0.113.167,True,2,1
ti_confirmed,False,2026-07-24T02:17:27.321138+00:00,4efc1f00-1b55-45e2-9d24-5ed8e016734f,user,user_975,4,44743.61,203.0.113.35,True,2,1
low_and_slow,False,2026-07-24T02:19:07.957749+00:00,8bf7902a-662d-4629-962d-506efca49c9c,user,user_854,17,,203.0.113.143,False,1,1
loud_burst,False,2026-07-24T02:21:03.904446+00:00,d8b01816-78da-4ead-889e-42efb2296e5b,user,user_4867,,214.08,203.0.113.122,True,2,1
benign_slow_natural,False,2026-07-24T02:21:36.734521+00:00,79a740c1-cab1-44a6-9a62-32b39b97bfab,user,user_3071,,69677.38,203.0.113.119,False,1,0
low_and_slow,False,2026-07-24T02:25:43.085509+00:00,1a634c56-2bb1-44e6-bdfd-914c1ec8cf4e,user,user_1529,8,78945.08,203.0.113.104,False,2,1
ti_confirmed,False,2026-07-24T02:26:45.637839+00:00,85172864-dee7-4557-b817-4fcbe8e2e804,user,user_2593,8,,203.0.113.119,True,1,1
ti_confirmed,False,2026-07-24T02:27:02.242177+00:00,38dd8c09-567e-4059-8901-099dbc235e7a,user,user_2256,9,58358.5,203.0.113.76,True,1,1
benign_slow_natural,False,2026-07-24T02:27:43.659212+00:00,1d4100e3-fc7d-4aa2-ae90-9000ffeaeffe,user,user_1823,,34525.94,203.0.113.21,,3,0
benign_shared_nat,False,2026-07-24T02:31:23.648589+00:00,7ed874fd-43b6-4915-94ee-e4d4841339b9,user,user_3698,6,35882.51,203.0.113.244,False,3,0
ti_confirmed,False,2026-07-24T02:33:28.725411+00:00,04b189de-97ea-4076-adf1-977e47c52175,user,user_4260,3,29197.32,203.0.113.230,True,1,1
loud_burst,False,2026-07-24T02:37:36.065727+00:00,afb444d4-7a84-4f8e-931d-759f2384260b,user,user_2522,15,86.11,203.0.113.243,True,3,1
loud_burst,False,2026-07-24T02:38:29.553597+00:00,5e914f77-479c-486d-b124-d16052f783b0,user,user_1386,28,,203.0.113.131,True,1,1
benign_quiet,False,2026-07-24T02:54:30.479700+00:00,cec19372-d745-4b09-93f7-7c77d336e2ea,user,user_3406,,1726.83,203.0.113.247,,3,0
low_and_slow,False,2026-07-24T02:57:15.967821+00:00,d3ff2c6c-0442-42e9-9179-29a1ed963211,user,user_4407,,18152.84,203.0.113.231,False,2,1
benign_slow_natural,False,2026-07-24T02:59:52.677979+00:00,b92cf9a7-6d27-4695-8759-afbbe240aeb6,user,user_3035,2,59967.57,203.0.113.164,False,1,0
loud_burst,False,2026-07-24T03:05:34.815532+00:00,e618fbb7-89f0-4c5e-a6c7-f8fe14dc3ca9,user,user_2245,30,251.01,203.0.113.91,True,1,1
benign_quiet,False,2026-07-24T03:09:11.713612+00:00,1d2e4af7-6cb4-441a-95c4-e4a0a87078e5,user,user_453,2,2097.07,203.0.113.254,False,3,0
low_and_slow,False,2026-07-24T03:17:48.525920+00:00,58b1023e-d1d2-4a1e-80f7-99599a08f809,user,user_4506,,30995.13,203.0.113.125,False,2,1
loud_burst,False,2026-07-24T03:19:40.776430+00:00,22f73ef5-8f10-48ad-aaec-1ddbfc2fd0fc,user,user_4172,17,239.88,203.0.113.118,True,3,1
benign_slow_natural,False,2026-07-24T03:20:22.210966+00:00,42e0ee0a-fdca-4d3e-9230-154eac4bd281,user,user_509,2,70459.51,203.0.113.218,False,3,0
benign_shared_nat,False,2026-07-24T03:22:48.844693+00:00,867116e8-6ac1-4e94-92f3-477710b0fd54,user,user_1747,5,29059.18,203.0.113.88,False,2,0
ti_confirmed,False,2026-07-24T03:32:42.663728+00:00,a2c0524b-5bb5-4c31-ac68-875f3fbf19be,user,user_4794,,6429.06,203.0.113.22,True,2,1
benign_shared_nat,False,2026-07-24T03:45:02.782564+00:00,f8a2d9b0-7cc6-4e2b-9033-0da6a37624f4,user,user_2921,9,22237.98,203.0.113.159,False,2,1
loud_burst,False,2026-07-24T03:52:50.357755+00:00,d855b8fe-665b-4247-88a7-2eaa6977069e,user,user_2350,22,166.26,203.0.113.205,True,3,1
low_and_slow,False,2026-07-24T04:10:19.940618+00:00,6b2182e7-2465-45ef-b924-44ba1ed306d0,user,user_1073,14,33248.44,203.0.113.219,False,2,1
ti_confirmed,False,2026-07-24T04:11:30.366740+00:00,6784515b-8cbf-4271-acf6-29d6736abfc9,user,user_3493,7,13569.31,203.0.113.234,True,3,1
ti_confirmed,False,2026-07-24T04:12:57.443045+00:00,3aa3c08a-2cd2-45e4-9662-84b942b3786b,user,user_703,,42698.47,203.0.113.236,True,1,1
benign_shared_nat,False,2026-07-24T04:14:59.678708+00:00,4f12d75d-61ea-4d5c-bdf8-1fd5f44d2e99,user,user_4441,5,30285.23,203.0.113.124,False,2,0
loud_burst,False,2026-07-24T04:17:07.117374+00:00,29082b5e-48c1-459c-ab71-cde7ea271b0b,user,user_3062,24,291.38,203.0.113.212,True,3,1
ambiguous_mid,False,2026-07-24T04:18:01.014862+00:00,1b0b679c-4f67-4fae-ad12-a0032eba3b60,user,user_1554,4,,203.0.113.183,False,3,0
benign_shared_nat,False,2026-07-24T04:19:30.537852+00:00,ff7ebb53-38b2-4ae0-a36f-9855c730715a,user,user_2218,6,27908.13,203.0.113.138,False,3,0
benign_shared_nat,False,2026-07-24T04:21:40.357685+00:00,3945cf71-3fb1-460b-a5d7-5cff36de4d1b,user,user_760,9,,203.0.113.58,False,1,1
benign_slow_natural,False,2026-07-24T04:24:30.569655+00:00,244b3390-5351-4471-a206-b18b3cfbfd26,user,user_1354,2,27464.97,203.0.113.204,False,3,0
benign_slow_natural,False,2026-07-24T04:26:06.981238+00:00,9d21d093-732f-4b19-adad-a031b1e4a3bf,user,user_4865,4,71131.46,203.0.113.102,False,3,0
benign_slow_natural,False,2026-07-24T04:35:39.126111+00:00,cab8b31f-ae09-4c89-8742-9a509da7f56c,user,user_4524,2,73508.04,203.0.113.54,False,2,0
benign_shared_nat,False,2026-07-24T04:44:07.443495+00:00,2c7816cd-d98c-4ffe-a7e4-80810b607a7c,user,user_533,9,,203.0.113.63,False,3,1
benign_slow_natural,False,2026-07-24T04:46:04.373312+00:00,0225ab1f-786a-4ad3-ae9a-bcb23ff4d7ef,user,user_1629,3,,203.0.113.176,False,1,0
benign_slow_natural,False,2026-07-24T04:54:11.063532+00:00,2b65a69a-4e19-49c7-a7a7-f9e0b281a0b5,user,user_606,4,42638.57,203.0.113.12,,3,0
ambiguous_mid,False,2026-07-24T05:00:14.163825+00:00,f9039b68-f48f-435c-a5b7-b2518070c880,user,user_3623,4,10551.24,203.0.113.1,False,3,0
low_and_slow,False,2026-07-24T05:01:20.976271+00:00,2d453656-22e0-4a6b-a750-3dbdd252437c,user,user_2172,11,23731.68,203.0.113.128,False,3,1
loud_burst,False,2026-07-24T05:03:11.195338+00:00,e14d4cfd-bcd1-4bd1-8a77-ce6a8a4c281c,user,user_263,30,,203.0.113.203,True,1,1
low_and_slow,False,2026-07-24T05:03:45.643582+00:00,230fe8ef-6335-48df-9790-acb3aa34155e,user,user_3377,,48453.71,203.0.113.167,False,3,0
ti_confirmed,False,2026-07-24T05:07:02.923324+00:00,4ec22497-d5a9-4f1d-96c8-ddde9700b011,user,user_4837,,8059.9,203.0.113.213,True,1,1
loud_burst,False,2026-07-24T05:10:20.971661+00:00,e932e1da-b717-4fcc-b05a-1a43c8f35410,user,user_403,28,150.82,203.0.113.34,True,1,1
ti_confirmed,False,2026-07-24T05:28:30.282302+00:00,3c86847e-0315-4fe8-8312-8b2c268f67c4,user,user_4838,3,40894.59,203.0.113.206,True,3,1
benign_shared_nat,False,2026-07-24T05:30:17.481978+00:00,73879c5e-b8a8-4713-b140-6d9916393688,user,user_4070,7,18910.43,203.0.113.54,False,2,0
benign_shared_nat,False,2026-07-24T05:33:08.250264+00:00,c614e657-7007-4e32-9b90-879d840c135c,user,user_1830,,5469.55,203.0.113.231,False,2,0
benign_quiet,False,2026-07-24T05:33:29.011624+00:00,03654e97-f60e-4040-b332-602cef00bc13,user,user_221,1,2659.94,203.0.113.100,False,3,0
ti_confirmed,False,2026-07-24T05:33:45.474521+00:00,89287acf-229e-4ea1-be11-02524b66b8f4,user,user_4144,,8985.71,203.0.113.127,True,2,1
benign_slow_natural,False,2026-07-24T05:40:26.870150+00:00,159ec585-5170-45b3-bb6c-fef53d75924a,user,user_3615,4,,203.0.113.128,False,1,0
loud_burst,False,2026-07-24T05:45:33.964657+00:00,74ba0703-0ffa-41bc-a800-2ff6e11915cb,user,user_3690,21,119.92,203.0.113.29,False,3,1
low_and_slow,False,2026-07-24T05:46:42.065581+00:00,206f7924-71c6-4d68-be1e-3436f74a94fe,user,user_4392,21,69385.74,203.0.113.99,False,3,1
benign_slow_natural,False,2026-07-24T05:47:01.497896+00:00,37064273-460a-45fa-b03b-c4629c1a3df4,user,user_2464,,51147.91,203.0.113.96,False,3,0
ambiguous_mid,False,2026-07-24T05:53:20.432247+00:00,f5d9eb02-b782-4e51-9be3-bd3ffcd2031a,user,user_2515,7,13979.58,203.0.113.30,False,1,0
ti_confirmed,False,2026-07-24T06:11:18.875925+00:00,5d5917d3-7263-4665-b65a-5877cdc067b6,user,user_4825,7,31205.54,203.0.113.233,True,2,1
ti_confirmed,False,2026-07-24T06:14:39.262446+00:00,c870307e-a4fa-4525-bc05-b825430760d8,user,user_689,1,6758.84,203.0.113.26,True,3,1
benign_slow_natural,False,2026-07-24T06:21:36.202174+00:00,8b4323ce-7613-4dd7-b5d4-24a4dbee2021,user,user_1867,2,73788.59,203.0.113.57,False,3,0
benign_slow_natural,False,2026-07-24T06:22:47.685723+00:00,54f665a6-523f-49c0-bd98-25e4d16cb90d,user,user_3760,4,74742.48,203.0.113.208,False,3,0
benign_shared_nat,False,2026-07-24T06:23:51.620537+00:00,5791007d-365e-42e2-a563-15497c6fe6af,user,user_37,6,,203.0.113.153,False,1,0
low_and_slow,False,2026-07-24T06:26:07.009022+00:00,655088c6-ea55-463b-bc6f-9a52fa7dcf7b,user,user_1227,21,62831.49,203.0.113.118,False,3,1
benign_quiet,False,2026-07-24T06:26:11.328835+00:00,750663c6-8e63-440c-bfb8-68576590e5cf,user,user_2214,3,,203.0.113.38,False,1,0
benign_slow_natural,False,2026-07-24T06:26:24.821099+00:00,dadf7115-c6d8-4b5d-be4e-3699c95dcb0c,user,user_4345,,61351.71,203.0.113.205,False,3,0
benign_quiet,False,2026-07-24T06:32:44.619628+00:00,c71f8570-8d02-45e4-85e1-cbcff4571756,user,user_3713,2,546.83,203.0.113.77,False,1,0
ambiguous_mid,False,2026-07-24T06:35:18.009876+00:00,d575d0bd-d4cc-4577-a352-0e32bc53a0d8,user,user_2061,5,2245.05,203.0.113.87,False,1,0
ti_confirmed,False,2026-07-24T06:36:09.872490+00:00,fc667942-4b4e-4def-ac2e-2262b68a00bd,user,user_340,,56266.94,203.0.113.138,True,1,1
benign_shared_nat,False,2026-07-24T06:42:30.404295+00:00,9b13aa88-6df6-4548-afb2-7791c05ab252,user,user_1861,8,29465.95,203.0.113.129,False,1,0
ti_confirmed,False,2026-07-24T06:47:29.298790+00:00,8ed60ae8-3ba0-4a30-a45e-383c74320d0b,user,user_2655,5,43110.56,203.0.113.91,True,1,1
benign_slow_natural,False,2026-07-24T06:47:46.880144+00:00,145e87a7-466f-4ec1-a099-896077b1ee10,user,user_2305,4,,203.0.113.197,False,2,0
loud_burst,False,2026-07-24T06:49:23.368038+00:00,6f89bc42-6187-42eb-b947-59536f8dc180,user,user_818,11,184.21,203.0.113.88,False,1,1
benign_shared_nat,False,2026-07-24T06:49:45.828989+00:00,15551540-8da9-4db4-a1f7-7a2d568c92e1,user,user_3034,,26294.01,203.0.113.153,False,3,0
benign_quiet,False,2026-07-24T06:53:53.389569+00:00,edb99d5c-558e-4be6-bf9e-efa7abbff21e,user,user_4074,2,1476.78,203.0.113.96,False,3,0
ti_confirmed,False,2026-07-24T06:56:28.593841+00:00,6d481aaa-c750-403d-9d5e-f03f4b7bbaff,user,user_3090,6,4562.74,203.0.113.248,True,3,1
benign_quiet,False,2026-07-24T07:00:29.311096+00:00,125e9c2f-b7ea-4600-9c7e-b91ca9356897,user,user_1249,1,577.25,203.0.113.162,False,1,0
benign_shared_nat,False,2026-07-24T07:01:47.995272+00:00,74ab7ec2-377e-4e96-93fc-bc833c58a32e,user,user_2969,7,8304.25,203.0.113.86,False,3,0
ti_confirmed,False,2026-07-24T07:03:03.477808+00:00,295409e2-5b23-40a9-ac3f-2d0dbc8dbec6,user,user_629,8,45354.06,203.0.113.96,True,2,1
low_and_slow,False,2026-07-24T07:06:56.448978+00:00,313d11c8-85a0-493b-9f0d-22beeae3d999,user,user_2972,13,51727.25,203.0.113.172,False,3,1
benign_quiet,False,2026-07-24T07:10:11.027862+00:00,c33f2d3b-730a-4dac-8409-e4ceac7f83b6,user,user_4616,1,1952.66,203.0.113.21,,1,0
low_and_slow,False,2026-07-24T07:10:39.575755+00:00,83e73c1a-9162-4295-957d-3a20c8050681,user,user_4819,8,,203.0.113.107,True,3,1
ti_confirmed,False,2026-07-24T07:12:05.503041+00:00,001fd766-f5f0-4e85-8e6d-e80c16b3950b,user,user_1930,7,22841.34,203.0.113.17,True,3,1
benign_shared_nat,False,2026-07-24T07:13:33.332317+00:00,735ff94b-62f6-4a7e-b78b-627fb24d74b0,user,user_3037,5,19042.75,203.0.113.214,False,2,1
benign_quiet,False,2026-07-24T07:17:57.460286+00:00,1d4672cc-aeb5-41d6-acbb-cf2800e73754,user,user_4328,2,3287.04,203.0.113.170,False,2,0
benign_quiet,False,2026-07-24T07:19:50.595203+00:00,d85f7e82-f452-4750-9fcf-ea8a835de9f3,user,user_1681,3,1244.21,203.0.113.11,False,3,0
benign_slow_natural,False,2026-07-24T07:22:01.387753+00:00,54b00aee-161e-4864-b230-adc41dedbd02,user,user_3243,4,37901.91,203.0.113.135,False,3,1
loud_burst,False,2026-07-24T07:35:33.825225+00:00,95da58b5-648a-4067-b5ab-c2027f5c9809,user,user_3782,8,161.9,203.0.113.99,True,3,1
benign_slow_natural,False,2026-07-24T07:41:49.346079+00:00,870a8cf7-42a8-4f6e-b41d-dbf823a6954d,user,user_3,3,58079.86,203.0.113.75,False,2,0
ambiguous_mid,False,2026-07-24T07:43:17.166186+00:00,9b0e35aa-feeb-49dd-b83c-fd0ad58f249c,user,user_1241,5,9884.07,203.0.113.196,False,1,1
ti_confirmed,False,2026-07-24T07:43:32.630352+00:00,48967911-9b11-4f03-b0be-3db70904b885,user,user_4039,6,49356.53,203.0.113.192,True,2,1
benign_slow_natural,False,2026-07-24T07:44:01.721052+00:00,6e4033cf-b245-4065-8b19-89c96098e44e,user,user_3009,2,54295.67,203.0.113.117,False,2,0
benign_slow_natural,False,2026-07-24T07:45:07.327321+00:00,60cc5015-e659-4b4f-8d66-7a2e8cbd82b9,user,user_1063,2,60124.43,203.0.113.251,False,2,0
benign_slow_natural,False,2026-07-24T08:02:10.985608+00:00,e8cef4ee-538e-454b-9965-adfa9db0a869,user,user_4714,4,44961.74,203.0.113.126,False,2,1
ambiguous_mid,False,2026-07-24T08:04:18.059013+00:00,ac4269d5-d4c1-4420-a4a9-2c425cef93a9,user,user_1872,6,15054.85,203.0.113.250,False,3,0
benign_shared_nat,False,2026-07-24T08:05:24.101553+00:00,5507dd8f-a697-4aef-a5a0-43502ed29cea,user,user_318,5,28209.32,203.0.113.164,False,2,0
benign_quiet,False,2026-07-24T08:06:46.281989+00:00,543668d1-e88f-4724-a5f2-84e4333a0903,user,user_3944,2,2615.39,203.0.113.63,,1,0
benign_slow_natural,False,2026-07-24T08:30:01.430594+00:00,4a5fbff6-18f3-4113-9d97-4026f6292b0f,user,user_1433,3,55450.34,203.0.113.79,False,3,0
benign_slow_natural,False,2026-07-24T08:32:02.785172+00:00,cf9ebbd4-d67d-4e6e-b763-4d655cb42a51,user,user_4327,2,36984.09,203.0.113.170,False,3,0
